BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16
72	5.3E-14	1E-30	1E-10	1E10	4.1E-9	0.47	1E10	1E-30	9E3	1E10	7.3E-8	500	1E10	4.5E-7	800	1E10	1E-7	120	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
73	5.35E-14	1E-30	1E-10	1E10	4.22E-9	0.48	1E10	1E-30	9E3	1E10	7.5E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
74	5.35E-14	1E-30	1E-10	1E10	4.22E-9	0.48	1E10	1E-30	9E3	1E10	7.5E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
75	5.3E-14	1E-30	1E-10	1E10	4.35E-9	0.52	1E10	1E-30	9E3	1E10	7.5E-8	500	1E10	4.5E-7	800	1E10	1E-7	90	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
76	5.3E-14	1E-30	1E-10	1E10	4.35E-9	0.52	1E10	1E-30	9E3	1E10	7.5E-8	500	1E10	4.5E-7	800	1E10	1E-7	90	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
77	5.65E-14	1E-30	1E-10	1E10	4.46E-9	0.49	1E10	1E-30	9E3	1E10	8E-8	500	1E10	4.5E-7	800	1E10	1E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
78	5.65E-14	1E-30	1E-10	1E10	4.46E-9	0.49	1E10	1E-30	9E3	1E10	8E-8	500	1E10	4.5E-7	800	1E10	1E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
79	5.8E-14	1E-30	1E-10	1E10	4.57E-9	0.49	1E10	1E-30	9E3	1E10	8.1E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
80	5.8E-14	1E-30	1E-10	1E10	4.57E-9	0.49	1E10	1E-30	9E3	1E10	8.1E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
81	5E-14	1E-30	1E-10	1E10	4.7E-9	0.48	1E10	1E-30	9E3	1E10	8.2E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
82	5E-14	1E-30	1E-10	1E10	4.7E-9	0.48	1E10	1E-30	9E3	1E10	8.2E-8	500	1E10	4.5E-7	800	1E10	1E-7	110	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
83	4.73E-14	1E-30	1E-10	1E10	4.85E-9	0.61	1E10	1E-30	1E4	1E10	8E-8	500	1E10	5E-7	900	1E10	1E-7	50	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
84	4.73E-14	1E-30	1E-10	1E10	4.85E-9	0.61	1E10	1E-30	1E4	1E10	8E-8	500	1E10	5E-7	900	1E10	1E-7	50	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
85	5.8E-14	1E-30	1E-10	1E10	5.32E-9	0.49	1E10	1E-30	8E3	1E10	1E-7	500	1E10	3.2E-7	800	1E10	9.5E-8	90	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
86	5.8E-14	1E-30	1E-10	1E10	5.32E-9	0.49	1E10	1E-30	8E3	1E10	1E-7	500	1E10	3.2E-7	800	1E10	9.5E-8	90	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
87	5.6E-14	1E-30	1E-10	1E10	5.68E-9	0.65	1E10	1E-30	1E4	1E10	1E-7	550	1E10	3.2E-7	700	1E10	1.7E-7	120	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
88	5.6E-14	1E-30	1E-10	1E10	5.68E-9	0.65	1E10	1E-30	1E4	1E10	1E-7	550	1E10	3.2E-7	700	1E10	1.7E-7	120	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
89	4.8E-14	1E-30	1E-10	1E10	6.3E-9	0.66	1E10	1E-30	11E3	1E10	1E-7	550	1E10	3.2E-7	500	1E10	1.8E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
90	4.8E-14	1E-30	1E-10	1E10	6.3E-9	0.66	1E10	1E-30	11E3	1E10	1E-7	550	1E10	3.2E-7	500	1E10	1.8E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
91	5.15E-14	1E-30	1E-10	1E10	7E-9	0.74	1E10	1E-30	11E3	1E10	1.1E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
92	5.15E-14	1E-30	1E-10	1E10	7E-9	0.74	1E10	1E-30	11E3	1E10	1.1E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	100	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
93	5.8E-14	1E-30	1E-10	1E10	7.71E-9	0.82	1E10	1E-30	11E3	1E10	1.2E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	70	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
94	5.8E-14	1E-30	1E-10	1E10	7.71E-9	0.82	1E10	1E-30	11E3	1E10	1.2E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	70	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
95	4.9E-14	1E-30	1E-10	1E10	8.6E-9	0.78	1E10	1E-30	12E3	1E10	1.2E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
96	4.9E-14	1E-30	1E-10	1E10	8.6E-9	0.78	1E10	1E-30	12E3	1E10	1.2E-7	550	1E10	3.2E-7	320	1E10	1.8E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
97	4.5E-14	1E-30	1E-10	1E10	9.37E-9	0.78	1E10	1E-30	16E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	1.6E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
98	4.5E-14	1E-30	1E-10	1E10	9.37E-9	0.78	1E10	1E-30	16E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	1.6E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
99	5.45E-14	1E-30	1E-10	1E10	1.05E-8	1	1E10	1E-30	18E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	1.7E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
100	5.45E-14	1E-30	1E-10	1E10	1.05E-8	1	1E10	1E-30	18E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	1.7E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
101	6.3E-14	1E-30	1E-10	1E10	1.15E-8	1.05	1E10	1E-30	25E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	2E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
102	6.3E-14	1E-30	1E-10	1E10	1.15E-8	1.05	1E10	1E-30	25E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	2E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
103	6.5E-14	1E-30	1E-10	1E10	1.28E-8	0.95	1E10	1E-30	23E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	2E-7	75	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
104	6.5E-14	1E-30	1E-10	1E10	1.28E-8	0.95	1E10	1E-30	23E3	1E10	1.65E-7	920	1E10	3.4E-7	380	1E10	2E-7	75	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
105	6.6E-14	1E-30	1E-10	1E10	1.4E-8	1.25	1E10	1E-30	22E3	1E10	1.9E-7	1E3	1E10	3.4E-7	380	1E10	2E-7	48	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
106	6.6E-14	1E-30	1E-10	1E10	1.4E-8	1.25	1E10	1E-30	22E3	1E10	1.9E-7	1E3	1E10	3.4E-7	380	1E10	2E-7	48	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
107	6.3E-14	1E-30	1E-10	1E10	1.52E-8	1.7	1E10	1E-30	26E3	1E10	2.2E-7	1300	1E10	3.4E-7	380	1E10	2E-7	48	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
108	6.3E-14	1E-30	1E-10	1E10	1.52E-8	1.7	1E10	1E-30	26E3	1E10	2.2E-7	1300	1E10	3.4E-7	380	1E10	2E-7	48	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
109	6.5E-14	1E-30	1E-10	1E10	1.8E-8	1.25	1E10	1E-30	21E3	1E10	2.2E-7	1100	1E10	3.4E-7	380	1E10	2.05E-7	55	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
110	6.5E-14	1E-30	1E-10	1E10	1.8E-8	1.25	1E10	1E-30	21E3	1E10	2.2E-7	1100	1E10	3.4E-7	380	1E10	2.05E-7	55	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
111	6.5E-14	1E-30	1E-10	1E10	1.92E-8	1.5	1E10	1E-30	24E3	1E10	2.6E-7	1400	1E10	3.4E-7	380	1E10	2.05E-7	40	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
112	6.5E-14	1E-30	1E-10	1E10	1.92E-8	1.5	1E10	1E-30	24E3	1E10	2.6E-7	1400	1E10	3.4E-7	380	1E10	2.05E-7	40	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
113	6.8E-14	1E-30	1E-10	1E10	2.2E-8	1.7	1E10	1E-30	21E3	1E10	2.7E-7	1400	1E10	3E-7	600	1E10	2E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
114	6.8E-14	1E-30	1E-10	1E10	2.2E-8	1.7	1E10	1E-30	21E3	1E10	2.7E-7	1400	1E10	3E-7	600	1E10	2E-7	60	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
115	6.7E-14	1E-30	1E-10	1E10	2.49E-8	1.82	1E10	1E-30	21E3	1E10	2.7E-7	1400	1E10	3E-7	600	1E10	2E-7	58	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
116	6.7E-14	1E-30	1E-10	1E10	2.49E-8	1.82	1E10	1E-30	21E3	1E10	2.7E-7	1400	1E10	3E-7	600	1E10	2E-7	58	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
117	6.5E-14	1E-30	1E-10	1E10	2.79E-8	2.5	1E10	1E-30	23E3	1E10	3.1E-7	1700	1E10	3E-7	600	1E10	2E-7	40	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
118	6.5E-14	1E-30	1E-10	1E10	2.79E-8	2.5	1E10	1E-30	23E3	1E10	3.1E-7	1700	1E10	3E-7	600	1E10	2E-7	40	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10	1E-30	1E10	1E10
END DSCRDATA
